date,previous,open_price,first_trade,high,low,close,change,volume,value,frequency,index_individual,offer,offer_volume,bid,bid_volume,listed_shares,tradeble_shares,weight_for_index,foreign_sell,foreign_buy,delisting_date,non_regular_volume,non_regular_value,non_regular_frequency
2022-04-25T00:00:00,4620.0,4610.0,4600.0,4720.0,4580.0,4710.0,90.0,92045500.0,429297459000.0,9245.0,2475.2,4710.0,5634800.0,4700.0,76700.0,99062216600.0,99062216600.0,47401270643.0,40021300.0,27729600.0,,8053014.0,37305339680.0,24.0
2022-04-26T00:00:00,4710.0,4680.0,4670.0,4760.0,4670.0,4760.0,50.0,85945800.0,406533777000.0,10665.0,2501.5,4760.0,482500.0,4750.0,81000.0,99062216600.0,99062216600.0,47401270643.0,40115200.0,57567700.0,,59894.0,283090750.0,28.0
2022-04-27T00:00:00,4760.0,4720.0,4750.0,4790.0,4720.0,4770.0,10.0,136485600.0,650003502000.0,10355.0,2506.8,4770.0,8210300.0,4760.0,66900.0,99062216600.0,99062216600.0,47401270643.0,58681900.0,115722800.0,,42726587.0,203089603998.0,29.0
2022-04-28T00:00:00,4770.0,4850.0,4820.0,4850.0,4620.0,4620.0,-150.0,198484800.0,928409761000.0,23449.0,2427.9,4630.0,2100.0,4620.0,948500.0,99062216600.0,99062216600.0,47401270643.0,149135200.0,89385200.0,,18924251.0,88750829690.0,29.0
2022-05-09T00:00:00,4620.0,4560.0,4560.0,4560.0,4300.0,4310.0,-310.0,343682000.0,1509964168000.0,49787.0,2265.0,4320.0,32300.0,4310.0,1545100.0,99062216600.0,99062216600.0,47401270643.0,259204900.0,198822600.0,,30454715.0,140412149096.0,56.0
2022-05-10T00:00:00,4310.0,4120.0,4140.0,4380.0,4120.0,4340.0,30.0,281386300.0,1195761800000.0,28988.0,2280.8,4340.0,3653800.0,4330.0,26800.0,99062216600.0,99062216600.0,47401270643.0,188564500.0,102832000.0,,16214778.0,72192823446.0,41.0
2022-05-11T00:00:00,4340.0,4400.0,4400.0,4480.0,4330.0,4330.0,-10.0,154455400.0,679987963000.0,20180.0,2275.5,4340.0,3000.0,4330.0,14240900.0,99062216600.0,99062216600.0,47401270643.0,88242900.0,63394400.0,,17020400.0,73344754021.0,35.0
2022-05-12T00:00:00,4330.0,4340.0,4330.0,4390.0,4250.0,4300.0,-30.0,233518500.0,1005491901000.0,21121.0,2259.8,4300.0,882100.0,4290.0,64100.0,99062216600.0,99062216600.0,47401270643.0,186263700.0,186849000.0,,45900051.0,197735335960.0,30.0
2022-05-13T00:00:00,4300.0,4250.0,4250.0,4350.0,4230.0,4260.0,-40.0,190889200.0,818880936000.0,15331.0,2238.7,4300.0,23100.0,4260.0,1397700.0,99062216600.0,99062216600.0,47401270643.0,163609200.0,103680900.0,,29873580.0,128179882970.0,17.0
2022-05-17T00:00:00,4260.0,4250.0,4250.0,4290.0,4180.0,4180.0,-80.0,170880700.0,721819031000.0,23362.0,2196.7,4200.0,200.0,4180.0,21999700.0,99062216600.0,99062216600.0,47401270643.0,146676800.0,99001200.0,,66208407.0,283875762306.0,14.0
2022-05-18T00:00:00,4180.0,4230.0,4220.0,4290.0,4190.0,4250.0,70.0,185359500.0,786481275000.0,17707.0,2233.5,4250.0,2168400.0,4240.0,100000.0,99062216600.0,99062216600.0,47401270643.0,127999700.0,142896000.0,,25313656.0,107143872608.0,25.0
2022-05-19T00:00:00,4250.0,4180.0,4170.0,4230.0,4150.0,4210.0,-40.0,112679300.0,471898424000.0,17840.0,2212.5,4210.0,3978400.0,4200.0,31100.0,99062216600.0,99062216600.0,47401270643.0,82637500.0,72007100.0,,43797490.0,184097970017.0,33.0
2022-05-20T00:00:00,4210.0,4220.0,4220.0,4230.0,4170.0,4170.0,-40.0,141701800.0,595103966000.0,14908.0,2191.4,4180.0,14700.0,4170.0,14314900.0,99062216600.0,99062216600.0,47401270643.0,120808400.0,82876800.0,,6309689.0,26554556340.0,21.0
2022-05-23T00:00:00,4170.0,4160.0,4160.0,4180.0,4070.0,4110.0,-60.0,196569900.0,810176210000.0,24963.0,2159.9,4120.0,27400.0,4110.0,25862800.0,99062216600.0,99062216600.0,47401270643.0,110751000.0,125131200.0,,16156435.0,67741840431.0,44.0
2022-05-24T00:00:00,4110.0,4120.0,4130.0,4200.0,4120.0,4150.0,40.0,151693700.0,629634862000.0,12657.0,2180.9,4160.0,524800.0,4150.0,1611700.0,99062216600.0,99062216600.0,47401270643.0,109347500.0,87711300.0,,39546776.0,164085884196.0,44.0
2022-05-25T00:00:00,4150.0,4200.0,4210.0,4210.0,4150.0,4200.0,50.0,166595400.0,697427375000.0,15565.0,2207.2,4200.0,1043700.0,4190.0,2077200.0,99062216600.0,99062216600.0,47401270643.0,90663400.0,82771900.0,,6189829.0,25678241670.0,34.0
2022-05-27T00:00:00,4200.0,4260.0,4260.0,4300.0,4210.0,4300.0,100.0,186513500.0,796520814000.0,16738.0,2259.8,4300.0,1658500.0,4290.0,6700.0,99062216600.0,99062216600.0,47401270643.0,139527100.0,124207800.0,,4627467.0,19721310176.0,26.0
2022-05-30T00:00:00,4300.0,4340.0,4330.0,4340.0,4200.0,4250.0,-50.0,107614100.0,456600586000.0,15718.0,2233.5,4250.0,61400.0,4240.0,112900.0,99062216600.0,99062216600.0,47401270643.0,61078800.0,62411400.0,,27742302.0,118468825850.0,16.0
2022-05-31T00:00:00,4250.0,4270.0,4260.0,4330.0,4230.0,4310.0,60.0,469620300.0,2020330147000.0,13984.0,2265.0,4310.0,11900.0,4300.0,319900.0,99062216600.0,99062216600.0,47401270643.0,404234100.0,374319300.0,,15292044.0,65287505377.0,18.0
2022-06-02T00:00:00,4310.0,4390.0,4370.0,4390.0,4270.0,4290.0,-20.0,164481100.0,710641316000.0,18558.0,2254.5,4300.0,919300.0,4290.0,500800.0,99062216600.0,99062216600.0,47401270643.0,108324000.0,131028100.0,,19003485.0,81760806200.0,18.0
2022-06-03T00:00:00,4290.0,4310.0,4310.0,4390.0,4300.0,4310.0,20.0,108852800.0,473237857000.0,13281.0,2265.0,4330.0,265600.0,4310.0,6398700.0,99062216600.0,99062216600.0,47401270643.0,58159500.0,60471300.0,,32735200.0,141532731500.0,37.0
2022-06-06T00:00:00,4310.0,4310.0,4320.0,4340.0,4270.0,4340.0,30.0,79319400.0,341002816000.0,9985.0,2280.8,4340.0,10079400.0,4320.0,5800.0,99062216600.0,99062216600.0,47401270643.0,38912100.0,32121800.0,,8988631.0,39149767290.0,11.0
2022-06-07T00:00:00,4340.0,4340.0,4340.0,4340.0,4250.0,4250.0,-90.0,142504000.0,609552616000.0,14995.0,2233.5,4260.0,1100.0,4250.0,34142500.0,99062216600.0,99062216600.0,47401270643.0,103395800.0,37325100.0,,73243617.0,313574121910.0,31.0
2022-06-08T00:00:00,4250.0,4150.0,4140.0,4170.0,4080.0,4100.0,-150.0,202555900.0,832671105000.0,34769.0,2154.7,4110.0,144200.0,4100.0,40833000.0,99062216600.0,99062216600.0,47401270643.0,110591800.0,76095900.0,,43925191.0,187962456207.0,13.0
2022-06-09T00:00:00,4100.0,4080.0,4090.0,4130.0,4050.0,4050.0,-50.0,148580200.0,604690493000.0,30440.0,2128.4,4060.0,80600.0,4050.0,10477700.0,99062216600.0,99062216600.0,47401270643.0,90313300.0,71816000.0,,10409064.0,42518696984.0,26.0
2022-06-10T00:00:00,4050.0,4040.0,4030.0,4080.0,4000.0,4020.0,-30.0,189186700.0,762572383000.0,20390.0,2112.6,4030.0,251800.0,4020.0,22800.0,99062216600.0,99062216600.0,47401270643.0,88795300.0,65760100.0,,19766435.0,80001209734.0,29.0
2022-06-13T00:00:00,4020.0,3950.0,3950.0,4100.0,3930.0,4080.0,60.0,156054900.0,627695497000.0,19709.0,2144.2,4090.0,563300.0,4080.0,1650200.0,99062216600.0,99062216600.0,47401270643.0,64370700.0,67372000.0,,2317310.0,9381497946.0,19.0
2022-06-14T00:00:00,4080.0,4050.0,4050.0,4120.0,4020.0,4110.0,30.0,117325600.0,479325155000.0,14705.0,2159.9,4120.0,2209400.0,4110.0,5897700.0,99062216600.0,99062216600.0,47401270643.0,77950300.0,49399000.0,,9999634.0,40777982287.0,16.0
